epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,4917.75,1.31018,0.86915,0.9716,0.5618,0.48992,0.48569,0.28198,1.60636,1.67767,1.42743,6.39518e-05,6.39518e-05,6.39518e-05
172,4960.45,1.30495,0.86548,0.96931,0.5826,0.48106,0.48815,0.28227,1.60277,1.67201,1.4209,6.04763e-05,6.04763e-05,6.04763e-05
173,5001.56,1.28874,0.85312,0.96362,0.57474,0.49247,0.49005,0.28112,1.619,1.67265,1.4262,5.71106e-05,5.71106e-05,5.71106e-05
174,5043.19,1.30467,0.8589,0.96986,0.56083,0.50919,0.48776,0.28198,1.62315,1.67265,1.44325,5.38554e-05,5.38554e-05,5.38554e-05
175,5087.78,1.28444,0.84417,0.96162,0.58098,0.4826,0.48318,0.28146,1.62055,1.68367,1.44821,5.07115e-05,5.07115e-05,5.07115e-05
176,5129.79,1.28827,0.84357,0.95982,0.5495,0.50481,0.48571,0.28306,1.59711,1.6678,1.4219,4.76796e-05,4.76796e-05,4.76796e-05
177,5171.77,1.29534,0.8507,0.96391,0.54535,0.52255,0.48399,0.28215,1.60247,1.67831,1.4228,4.47606e-05,4.47606e-05,4.47606e-05
178,5210.96,1.27579,0.83893,0.95841,0.60669,0.45759,0.47619,0.2807,1.59521,1.65975,1.4182,4.19552e-05,4.19552e-05,4.19552e-05
179,5252.68,1.29276,0.84998,0.96759,0.53777,0.52968,0.48406,0.28306,1.6081,1.65421,1.42647,3.9264e-05,3.9264e-05,3.9264e-05
180,5294.32,1.29097,0.85396,0.96408,0.55392,0.51354,0.48487,0.28517,1.60632,1.65291,1.42909,3.66877e-05,3.66877e-05,3.66877e-05
181,5336.1,1.29584,0.85492,0.96832,0.52472,0.51578,0.48399,0.28257,1.59722,1.64915,1.42346,3.4227e-05,3.4227e-05,3.4227e-05
182,5379.18,1.30213,0.85583,0.97092,0.52951,0.52212,0.4835,0.28076,1.60769,1.66849,1.42881,3.18825e-05,3.18825e-05,3.18825e-05
183,5412.31,1.29961,0.85352,0.96807,0.53247,0.51681,0.48543,0.2792,1.60808,1.68602,1.42918,2.96546e-05,2.96546e-05,2.96546e-05
184,5432.84,1.27199,0.83752,0.96012,0.53313,0.52164,0.48381,0.27597,1.61061,1.66383,1.43626,2.75441e-05,2.75441e-05,2.75441e-05
185,5457.79,1.27766,0.83054,0.95822,0.53116,0.52087,0.48491,0.27999,1.60693,1.65959,1.43402,2.55513e-05,2.55513e-05,2.55513e-05
186,5500.1,1.28601,0.84285,0.96237,0.54323,0.52002,0.48731,0.2796,1.60376,1.67305,1.42975,2.36769e-05,2.36769e-05,2.36769e-05
187,5541.67,1.27579,0.84305,0.96177,0.56216,0.49716,0.48754,0.28214,1.6178,1.66271,1.43896,2.19212e-05,2.19212e-05,2.19212e-05
188,5584.18,1.28894,0.8615,0.96653,0.55387,0.5139,0.49014,0.28023,1.61753,1.66383,1.4377,2.02847e-05,2.02847e-05,2.02847e-05
189,5625.95,1.29404,0.85445,0.97007,0.56125,0.49709,0.48742,0.28226,1.6115,1.65717,1.42475,1.87678e-05,1.87678e-05,1.87678e-05
190,5647.23,1.27817,0.84341,0.96431,0.56405,0.50364,0.48914,0.28082,1.6061,1.66387,1.42373,1.73709e-05,1.73709e-05,1.73709e-05
191,5698.32,1.22938,0.77655,0.95073,0.57601,0.47451,0.47325,0.27697,1.59149,1.6789,1.38846,1.60943e-05,1.60943e-05,1.60943e-05
192,5717.39,1.2258,0.75621,0.95362,0.64663,0.44617,0.47905,0.28159,1.59107,1.6313,1.39017,1.49383e-05,1.49383e-05,1.49383e-05
193,5736.7,1.21353,0.74481,0.94567,0.62677,0.46559,0.48284,0.28215,1.60736,1.63568,1.40837,1.39032e-05,1.39032e-05,1.39032e-05
194,5764.05,1.20716,0.73154,0.94063,0.59343,0.47971,0.48911,0.28381,1.60647,1.63743,1.4121,1.29893e-05,1.29893e-05,1.29893e-05
195,5785.01,1.21816,0.73865,0.94446,0.59429,0.49061,0.4947,0.28631,1.60533,1.62923,1.41038,1.21968e-05,1.21968e-05,1.21968e-05
196,5804.49,1.21626,0.72817,0.94044,0.59694,0.48945,0.49894,0.28587,1.59834,1.61912,1.40781,1.15259e-05,1.15259e-05,1.15259e-05
197,5823.72,1.2126,0.73348,0.94609,0.6178,0.4785,0.49731,0.28812,1.59637,1.61387,1.40676,1.09768e-05,1.09768e-05,1.09768e-05
198,5842.94,1.20866,0.72757,0.94249,0.5763,0.50381,0.50057,0.28686,1.59518,1.62555,1.40725,1.05495e-05,1.05495e-05,1.05495e-05
199,5862.27,1.22054,0.72722,0.94611,0.6256,0.47945,0.49657,0.28669,1.59535,1.62172,1.40559,1.02443e-05,1.02443e-05,1.02443e-05
200,5881.47,1.21732,0.72693,0.94325,0.62508,0.48308,0.50174,0.28794,1.58925,1.62104,1.39646,1.00611e-05,1.00611e-05,1.00611e-05
